ID,income_above_limit
ID_TZ209655,1
ID_TZ209656,1
ID_TZ209657,1
ID_TZ209658,1
ID_TZ209659,1
ID_TZ209660,1
ID_TZ209661,1
ID_TZ209662,1
ID_TZ209663,1
ID_TZ209664,1
ID_TZ209665,1
ID_TZ209666,1
ID_TZ209667,1
ID_TZ209668,1
ID_TZ209669,1
ID_TZ209670,1
ID_TZ209671,1
ID_TZ209672,1
ID_TZ209673,1
ID_TZ209674,1
ID_TZ209675,1
ID_TZ209676,1
ID_TZ209677,1
ID_TZ209678,1
ID_TZ209679,1
ID_TZ209680,1
ID_TZ209681,1
ID_TZ209682,1
ID_TZ209683,1
ID_TZ209684,1
ID_TZ209685,1
ID_TZ209686,1
ID_TZ209687,1
ID_TZ209688,1
ID_TZ209689,1
ID_TZ209690,1
ID_TZ209691,1
ID_TZ209692,1
ID_TZ209693,1
ID_TZ209694,1
ID_TZ209695,1
ID_TZ209696,1
ID_TZ209697,1
ID_TZ209698,1
ID_TZ209699,1
ID_TZ209700,1
ID_TZ209701,1
ID_TZ209702,1
ID_TZ209703,1
ID_TZ209704,1
ID_TZ209705,1
ID_TZ209706,1
ID_TZ209707,1
ID_TZ209708,1
ID_TZ209709,1
ID_TZ209710,1
ID_TZ209711,1
ID_TZ209712,1
ID_TZ209713,1
ID_TZ209714,1
ID_TZ209715,1
ID_TZ209716,1
ID_TZ209717,1
ID_TZ209718,1
ID_TZ209719,1
ID_TZ209720,1
ID_TZ209721,1
ID_TZ209722,1
ID_TZ209723,1
ID_TZ209724,1
ID_TZ209725,1
ID_TZ209726,1
ID_TZ209727,1
ID_TZ209728,1
ID_TZ209729,1
ID_TZ209730,1
ID_TZ209731,1
ID_TZ209732,1
ID_TZ209733,1
ID_TZ209734,1
ID_TZ209735,1
ID_TZ209736,1
ID_TZ209737,1
ID_TZ209738,1
ID_TZ209739,1
ID_TZ209740,1
ID_TZ209741,1
ID_TZ209742,1
ID_TZ209743,1
ID_TZ209744,1
ID_TZ209745,1
ID_TZ209746,1
ID_TZ209747,1
ID_TZ209748,1
ID_TZ209749,1
ID_TZ209750,1
ID_TZ209751,1
ID_TZ209752,1
ID_TZ209753,1
ID_TZ209754,1
ID_TZ209755,1
ID_TZ209756,1
ID_TZ209757,1
ID_TZ209758,1
ID_TZ209759,1
ID_TZ209760,1
ID_TZ209761,1
ID_TZ209762,1
ID_TZ209763,1
ID_TZ209764,1
ID_TZ209765,1
ID_TZ209766,1
ID_TZ209767,1
ID_TZ209768,1
ID_TZ209769,1
ID_TZ209770,1
ID_TZ209771,1
ID_TZ209772,1
ID_TZ209773,1
ID_TZ209774,1
ID_TZ209775,1
ID_TZ209776,1
ID_TZ209777,1
ID_TZ209778,1
ID_TZ209779,1
ID_TZ209780,1
ID_TZ209781,1
ID_TZ209782,1
ID_TZ209783,1
ID_TZ209784,1
ID_TZ209785,1
ID_TZ209786,1
ID_TZ209787,1
ID_TZ209788,1
ID_TZ209789,1
ID_TZ209790,1
ID_TZ209791,1
ID_TZ209792,1
ID_TZ209793,1
ID_TZ209794,1
ID_TZ209795,1
ID_TZ209796,1
ID_TZ209797,1
ID_TZ209798,1
ID_TZ209799,1
ID_TZ209800,1
ID_TZ209801,1
ID_TZ209802,1
ID_TZ209803,1
ID_TZ209804,1
ID_TZ209805,1
ID_TZ209806,1
ID_TZ209807,1
ID_TZ209808,1
ID_TZ209809,1
ID_TZ209810,1
ID_TZ209811,1
ID_TZ209812,1
ID_TZ209813,1
ID_TZ209814,1
ID_TZ209815,1
ID_TZ209816,1
ID_TZ209817,1
ID_TZ209818,1
ID_TZ209819,1
ID_TZ209820,1
ID_TZ209821,1
ID_TZ209822,1
ID_TZ209823,1
ID_TZ209824,1
ID_TZ209825,1
ID_TZ209826,1
ID_TZ209827,1
ID_TZ209828,1
ID_TZ209829,1
ID_TZ209830,1
ID_TZ209831,1
ID_TZ209832,1
ID_TZ209833,1
ID_TZ209834,1
ID_TZ209835,1
ID_TZ209836,1
ID_TZ209837,1
ID_TZ209838,1
ID_TZ209839,1
ID_TZ209840,1
ID_TZ209841,1
ID_TZ209842,1
ID_TZ209843,1
ID_TZ209844,1
ID_TZ209845,1
ID_TZ209846,1
ID_TZ209847,1
ID_TZ209848,1
ID_TZ209849,1
ID_TZ209850,1
ID_TZ209851,1
ID_TZ209852,1
ID_TZ209853,1
ID_TZ209854,1
ID_TZ209855,1
ID_TZ209856,1
ID_TZ209857,1
ID_TZ209858,1
ID_TZ209859,1
ID_TZ209860,1
ID_TZ209861,1
ID_TZ209862,1
ID_TZ209863,1
ID_TZ209864,1
ID_TZ209865,1
ID_TZ209866,1
ID_TZ209867,1
ID_TZ209868,1
ID_TZ209869,1
ID_TZ209870,1
ID_TZ209871,1
ID_TZ209872,1
ID_TZ209873,1
ID_TZ209874,1
ID_TZ209875,1
ID_TZ209876,1
ID_TZ209877,1
ID_TZ209878,1
ID_TZ209879,1
ID_TZ209880,1
ID_TZ209881,1
ID_TZ209882,1
ID_TZ209883,1
ID_TZ209884,1
ID_TZ209885,1
ID_TZ209886,1
ID_TZ209887,1
ID_TZ209888,1
ID_TZ209889,1
ID_TZ209890,1
ID_TZ209891,1
ID_TZ209892,1
ID_TZ209893,1
ID_TZ209894,1
ID_TZ209895,1
ID_TZ209896,1
ID_TZ209897,1
ID_TZ209898,1
ID_TZ209899,1
ID_TZ209900,1
ID_TZ209901,1
ID_TZ209902,1
ID_TZ209903,1
ID_TZ209904,1
ID_TZ209905,1
ID_TZ209906,1
ID_TZ209907,1
ID_TZ209908,1
ID_TZ209909,1
ID_TZ209910,1
ID_TZ209911,1
ID_TZ209912,1
ID_TZ209913,1
ID_TZ209914,1
ID_TZ209915,1
ID_TZ209916,1
ID_TZ209917,1
ID_TZ209918,1
ID_TZ209919,1
ID_TZ209920,1
ID_TZ209921,1
ID_TZ209922,1
ID_TZ209923,1
ID_TZ209924,1
ID_TZ209925,1
ID_TZ209926,1
ID_TZ209927,1
ID_TZ209928,1
ID_TZ209929,1
ID_TZ209930,1
ID_TZ209931,1
ID_TZ209932,1
ID_TZ209933,1
ID_TZ209934,1
ID_TZ209935,1
ID_TZ209936,1
ID_TZ209937,1
ID_TZ209938,1
ID_TZ209939,1
ID_TZ209940,1
ID_TZ209941,1
ID_TZ209942,1
ID_TZ209943,1
ID_TZ209944,1
ID_TZ209945,1
ID_TZ209946,1
ID_TZ209947,1
ID_TZ209948,1
ID_TZ209949,1
ID_TZ209950,1
ID_TZ209951,1
ID_TZ209952,1
ID_TZ209953,1
ID_TZ209954,1
ID_TZ209955,1
ID_TZ209956,1
ID_TZ209957,1
ID_TZ209958,1
ID_TZ209959,1
ID_TZ209960,1
ID_TZ209961,1
ID_TZ209962,1
ID_TZ209963,1
ID_TZ209964,1
ID_TZ209965,1
ID_TZ209966,1
ID_TZ209967,1
ID_TZ209968,1
ID_TZ209969,1
ID_TZ209970,1
ID_TZ209971,1
ID_TZ209972,1
ID_TZ209973,1
ID_TZ209974,1
ID_TZ209975,1
ID_TZ209976,1
ID_TZ209977,1
ID_TZ209978,1
ID_TZ209979,1
ID_TZ209980,1
ID_TZ209981,1
ID_TZ209982,1
ID_TZ209983,1
ID_TZ209984,1
ID_TZ209985,1
ID_TZ209986,1
ID_TZ209987,1
ID_TZ209988,1
ID_TZ209989,1
ID_TZ209990,1
ID_TZ209991,1
ID_TZ209992,1
ID_TZ209993,1
ID_TZ209994,1
ID_TZ209995,1
ID_TZ209996,1
ID_TZ209997,1
ID_TZ209998,1
ID_TZ209999,1
ID_TZ210000,1
ID_TZ210001,1
ID_TZ210002,1
ID_TZ210003,1
ID_TZ210004,1
ID_TZ210005,1
ID_TZ210006,1
ID_TZ210007,1
ID_TZ210008,1
ID_TZ210009,1
ID_TZ210010,1
ID_TZ210011,1
ID_TZ210012,1
ID_TZ210013,1
ID_TZ210014,1
ID_TZ210015,1
ID_TZ210016,1
ID_TZ210017,1
ID_TZ210018,1
ID_TZ210019,1
ID_TZ210020,1
ID_TZ210021,1
ID_TZ210022,1
ID_TZ210023,1
ID_TZ210024,1
ID_TZ210025,1
ID_TZ210026,1
ID_TZ210027,1
ID_TZ210028,1
ID_TZ210029,1
ID_TZ210030,1
ID_TZ210031,1
ID_TZ210032,1
ID_TZ210033,1
ID_TZ210034,1
ID_TZ210035,1
ID_TZ210036,1
ID_TZ210037,1
ID_TZ210038,1
ID_TZ210039,1
ID_TZ210040,1
ID_TZ210041,1
ID_TZ210042,1
ID_TZ210043,1
ID_TZ210044,1
ID_TZ210045,1
ID_TZ210046,1
ID_TZ210047,1
ID_TZ210048,1
ID_TZ210049,1
ID_TZ210050,1
ID_TZ210051,1
ID_TZ210052,1
ID_TZ210053,1
ID_TZ210054,1
ID_TZ210055,1
ID_TZ210056,1
ID_TZ210057,1
ID_TZ210058,1
ID_TZ210059,1
ID_TZ210060,1
ID_TZ210061,1
ID_TZ210062,1
ID_TZ210063,1
ID_TZ210064,1
ID_TZ210065,1
ID_TZ210066,1
ID_TZ210067,1
ID_TZ210068,1
ID_TZ210069,1
ID_TZ210070,1
ID_TZ210071,1
ID_TZ210072,1
ID_TZ210073,1
ID_TZ210074,1
ID_TZ210075,1
ID_TZ210076,1
ID_TZ210077,1
ID_TZ210078,1
ID_TZ210079,1
ID_TZ210080,1
ID_TZ210081,1
ID_TZ210082,1
ID_TZ210083,1
ID_TZ210084,1
ID_TZ210085,1
ID_TZ210086,1
ID_TZ210087,1
ID_TZ210088,1
ID_TZ210089,1
ID_TZ210090,1
ID_TZ210091,1
ID_TZ210092,1
ID_TZ210093,1
ID_TZ210094,1
ID_TZ210095,1
ID_TZ210096,1
ID_TZ210097,1
ID_TZ210098,1
ID_TZ210099,1
ID_TZ210100,1
ID_TZ210101,1
ID_TZ210102,1
ID_TZ210103,1
ID_TZ210104,1
ID_TZ210105,1
ID_TZ210106,1
ID_TZ210107,1
ID_TZ210108,1
ID_TZ210109,1
ID_TZ210110,1
ID_TZ210111,1
ID_TZ210112,1
ID_TZ210113,1
ID_TZ210114,1
ID_TZ210115,1
ID_TZ210116,1
ID_TZ210117,1
ID_TZ210118,1
ID_TZ210119,1
ID_TZ210120,1
ID_TZ210121,1
ID_TZ210122,1
ID_TZ210123,1
ID_TZ210124,1
ID_TZ210125,1
ID_TZ210126,1
ID_TZ210127,1
ID_TZ210128,1
ID_TZ210129,1
ID_TZ210130,1
ID_TZ210131,1
ID_TZ210132,1
ID_TZ210133,1
ID_TZ210134,1
ID_TZ210135,1
ID_TZ210136,1
ID_TZ210137,1
ID_TZ210138,1
ID_TZ210139,1
ID_TZ210140,1
ID_TZ210141,1
ID_TZ210142,1
ID_TZ210143,1
ID_TZ210144,1
ID_TZ210145,1
ID_TZ210146,1
ID_TZ210147,1
ID_TZ210148,1
ID_TZ210149,1
ID_TZ210150,1
ID_TZ210151,1
ID_TZ210152,1
ID_TZ210153,1
ID_TZ210154,1
ID_TZ210155,1
ID_TZ210156,1
ID_TZ210157,1
ID_TZ210158,1
ID_TZ210159,1
ID_TZ210160,1
ID_TZ210161,1
ID_TZ210162,1
ID_TZ210163,1
ID_TZ210164,1
ID_TZ210165,1
ID_TZ210166,1
ID_TZ210167,1
ID_TZ210168,1
ID_TZ210169,1
ID_TZ210170,1
ID_TZ210171,1
ID_TZ210172,1
ID_TZ210173,1
ID_TZ210174,1
ID_TZ210175,1
ID_TZ210176,1
ID_TZ210177,1
ID_TZ210178,1
ID_TZ210179,1
ID_TZ210180,1
ID_TZ210181,1
ID_TZ210182,1
ID_TZ210183,1
ID_TZ210184,1
ID_TZ210185,1
ID_TZ210186,1
ID_TZ210187,1
ID_TZ210188,1
ID_TZ210189,1
ID_TZ210190,1
ID_TZ210191,1
ID_TZ210192,1
ID_TZ210193,1
ID_TZ210194,1
ID_TZ210195,1
ID_TZ210196,1
ID_TZ210197,1
ID_TZ210198,1
ID_TZ210199,1
ID_TZ210200,1
ID_TZ210201,1
ID_TZ210202,1
ID_TZ210203,1
ID_TZ210204,1
ID_TZ210205,1
ID_TZ210206,1
ID_TZ210207,1
ID_TZ210208,1
ID_TZ210209,1
ID_TZ210210,1
ID_TZ210211,1
ID_TZ210212,1
ID_TZ210213,1
ID_TZ210214,1
ID_TZ210215,1
ID_TZ210216,1
ID_TZ210217,1
ID_TZ210218,1
ID_TZ210219,1
ID_TZ210220,1
ID_TZ210221,1
ID_TZ210222,1
ID_TZ210223,1
ID_TZ210224,1
ID_TZ210225,1
ID_TZ210226,1
ID_TZ210227,1
ID_TZ210228,1
ID_TZ210229,1
ID_TZ210230,1
ID_TZ210231,1
ID_TZ210232,1
ID_TZ210233,1
ID_TZ210234,1
ID_TZ210235,1
ID_TZ210236,1
ID_TZ210237,1
ID_TZ210238,1
ID_TZ210239,1
ID_TZ210240,1
ID_TZ210241,1
ID_TZ210242,1
ID_TZ210243,1
ID_TZ210244,1
ID_TZ210245,1
ID_TZ210246,1
ID_TZ210247,1
ID_TZ210248,1
ID_TZ210249,1
ID_TZ210250,1
ID_TZ210251,1
ID_TZ210252,1
ID_TZ210253,1
ID_TZ210254,1
ID_TZ210255,1
ID_TZ210256,1
ID_TZ210257,1
ID_TZ210258,1
ID_TZ210259,1
ID_TZ210260,1
ID_TZ210261,1
ID_TZ210262,1
ID_TZ210263,1
ID_TZ210264,1
ID_TZ210265,1
ID_TZ210266,1
ID_TZ210267,1
ID_TZ210268,1
ID_TZ210269,1
ID_TZ210270,1
ID_TZ210271,1
ID_TZ210272,1
ID_TZ210273,1
ID_TZ210274,1
ID_TZ210275,1
ID_TZ210276,1
ID_TZ210277,1
ID_TZ210278,1
ID_TZ210279,1
ID_TZ210280,1
ID_TZ210281,1
ID_TZ210282,1
ID_TZ210283,1
ID_TZ210284,1
ID_TZ210285,1
ID_TZ210286,1
ID_TZ210287,1
ID_TZ210288,1
ID_TZ210289,1
ID_TZ210290,1
ID_TZ210291,1
ID_TZ210292,1
ID_TZ210293,1
ID_TZ210294,1
ID_TZ210295,1
ID_TZ210296,1
ID_TZ210297,1
ID_TZ210298,1
ID_TZ210299,1
ID_TZ210300,1
ID_TZ210301,1
ID_TZ210302,1
ID_TZ210303,1
ID_TZ210304,1
ID_TZ210305,1
ID_TZ210306,1
ID_TZ210307,1
ID_TZ210308,1
ID_TZ210309,1
ID_TZ210310,1
ID_TZ210311,1
ID_TZ210312,1
ID_TZ210313,1
ID_TZ210314,1
ID_TZ210315,1
ID_TZ210316,1
ID_TZ210317,1
ID_TZ210318,1
ID_TZ210319,1
ID_TZ210320,1
ID_TZ210321,1
ID_TZ210322,1
ID_TZ210323,1
ID_TZ210324,1
ID_TZ210325,1
ID_TZ210326,1
ID_TZ210327,1
ID_TZ210328,1
ID_TZ210329,1
ID_TZ210330,1
ID_TZ210331,1
ID_TZ210332,1
ID_TZ210333,1
ID_TZ210334,1
ID_TZ210335,1
ID_TZ210336,1
ID_TZ210337,1
ID_TZ210338,1
ID_TZ210339,1
ID_TZ210340,1
ID_TZ210341,1
ID_TZ210342,1
ID_TZ210343,1
ID_TZ210344,1
ID_TZ210345,1
ID_TZ210346,1
ID_TZ210347,1
ID_TZ210348,1
ID_TZ210349,1
ID_TZ210350,1
ID_TZ210351,1
ID_TZ210352,1
ID_TZ210353,1
ID_TZ210354,1
ID_TZ210355,1
ID_TZ210356,1
ID_TZ210357,1
ID_TZ210358,1
ID_TZ210359,1
ID_TZ210360,1
ID_TZ210361,1
ID_TZ210362,1
ID_TZ210363,1
ID_TZ210364,1
ID_TZ210365,1
ID_TZ210366,1
ID_TZ210367,1
ID_TZ210368,1
ID_TZ210369,1
ID_TZ210370,1
ID_TZ210371,1
ID_TZ210372,1
ID_TZ210373,1
ID_TZ210374,1
ID_TZ210375,1
ID_TZ210376,1
ID_TZ210377,1
ID_TZ210378,1
ID_TZ210379,1
ID_TZ210380,1
ID_TZ210381,1
ID_TZ210382,1
ID_TZ210383,1
ID_TZ210384,1
ID_TZ210385,1
ID_TZ210386,1
ID_TZ210387,1
ID_TZ210388,1
ID_TZ210389,1
ID_TZ210390,1
ID_TZ210391,1
ID_TZ210392,1
ID_TZ210393,1
ID_TZ210394,1
ID_TZ210395,1
ID_TZ210396,1
ID_TZ210397,1
ID_TZ210398,1
ID_TZ210399,1
ID_TZ210400,1
ID_TZ210401,1
ID_TZ210402,1
ID_TZ210403,1
ID_TZ210404,1
ID_TZ210405,1
ID_TZ210406,1
ID_TZ210407,1
ID_TZ210408,1
ID_TZ210409,1
ID_TZ210410,1
ID_TZ210411,1
ID_TZ210412,1
ID_TZ210413,1
ID_TZ210414,1
ID_TZ210415,1
ID_TZ210416,1
ID_TZ210417,1
ID_TZ210418,1
ID_TZ210419,1
ID_TZ210420,1
ID_TZ210421,1
ID_TZ210422,1
ID_TZ210423,1
ID_TZ210424,1
ID_TZ210425,1
ID_TZ210426,1
ID_TZ210427,1
ID_TZ210428,1
ID_TZ210429,1
ID_TZ210430,1
ID_TZ210431,1
ID_TZ210432,1
ID_TZ210433,1
ID_TZ210434,1
ID_TZ210435,1
ID_TZ210436,1
ID_TZ210437,1
ID_TZ210438,1
ID_TZ210439,1
ID_TZ210440,1
ID_TZ210441,1
ID_TZ210442,1
ID_TZ210443,1
ID_TZ210444,1
ID_TZ210445,1
ID_TZ210446,1
ID_TZ210447,1
ID_TZ210448,1
ID_TZ210449,1
ID_TZ210450,1
ID_TZ210451,1
ID_TZ210452,1
ID_TZ210453,1
ID_TZ210454,1
ID_TZ210455,1
ID_TZ210456,1
ID_TZ210457,1
ID_TZ210458,1
ID_TZ210459,1
ID_TZ210460,1
ID_TZ210461,1
ID_TZ210462,1
ID_TZ210463,1
ID_TZ210464,1
ID_TZ210465,1
ID_TZ210466,1
ID_TZ210467,1
ID_TZ210468,1
ID_TZ210469,1
ID_TZ210470,1
ID_TZ210471,1
ID_TZ210472,1
ID_TZ210473,1
ID_TZ210474,1
ID_TZ210475,1
ID_TZ210476,1
ID_TZ210477,1
ID_TZ210478,1
ID_TZ210479,1
ID_TZ210480,1
ID_TZ210481,1
ID_TZ210482,1
ID_TZ210483,1
ID_TZ210484,1
ID_TZ210485,1
ID_TZ210486,1
ID_TZ210487,1
ID_TZ210488,1
ID_TZ210489,1
ID_TZ210490,1
ID_TZ210491,1
ID_TZ210492,1
ID_TZ210493,1
ID_TZ210494,1
ID_TZ210495,1
ID_TZ210496,1
ID_TZ210497,1
ID_TZ210498,1
ID_TZ210499,1
ID_TZ210500,1
ID_TZ210501,1
ID_TZ210502,1
ID_TZ210503,1
ID_TZ210504,1
ID_TZ210505,1
ID_TZ210506,1
ID_TZ210507,1
ID_TZ210508,1
ID_TZ210509,1
ID_TZ210510,1
ID_TZ210511,1
ID_TZ210512,1
ID_TZ210513,1
ID_TZ210514,1
ID_TZ210515,1
ID_TZ210516,1
ID_TZ210517,1
ID_TZ210518,1
ID_TZ210519,1
ID_TZ210520,1
ID_TZ210521,1
ID_TZ210522,1
ID_TZ210523,1
ID_TZ210524,1
ID_TZ210525,1
ID_TZ210526,1
ID_TZ210527,1
ID_TZ210528,1
ID_TZ210529,1
ID_TZ210530,1
ID_TZ210531,1
ID_TZ210532,1
ID_TZ210533,1
ID_TZ210534,1
ID_TZ210535,1
ID_TZ210536,1
ID_TZ210537,1
ID_TZ210538,1
ID_TZ210539,1
ID_TZ210540,1
ID_TZ210541,1
ID_TZ210542,1
ID_TZ210543,1
ID_TZ210544,1
ID_TZ210545,1
ID_TZ210546,1
ID_TZ210547,1
ID_TZ210548,1
ID_TZ210549,1
ID_TZ210550,1
ID_TZ210551,1
ID_TZ210552,1
ID_TZ210553,1
ID_TZ210554,1
ID_TZ210555,1
ID_TZ210556,1
ID_TZ210557,1
ID_TZ210558,1
ID_TZ210559,1
ID_TZ210560,1
ID_TZ210561,1
ID_TZ210562,1
ID_TZ210563,1
ID_TZ210564,1
ID_TZ210565,1
ID_TZ210566,1
ID_TZ210567,1
ID_TZ210568,1
ID_TZ210569,1
ID_TZ210570,1
ID_TZ210571,1
ID_TZ210572,1
ID_TZ210573,1
ID_TZ210574,1
ID_TZ210575,1
ID_TZ210576,1
ID_TZ210577,1
ID_TZ210578,1
ID_TZ210579,1
ID_TZ210580,1
ID_TZ210581,1
ID_TZ210582,1
ID_TZ210583,1
ID_TZ210584,1
ID_TZ210585,1
ID_TZ210586,1
ID_TZ210587,1
ID_TZ210588,1
ID_TZ210589,1
ID_TZ210590,1
ID_TZ210591,1
ID_TZ210592,1
ID_TZ210593,1
ID_TZ210594,1
ID_TZ210595,1
ID_TZ210596,1
ID_TZ210597,1
ID_TZ210598,1
ID_TZ210599,1
ID_TZ210600,1
ID_TZ210601,1
ID_TZ210602,1
ID_TZ210603,1
ID_TZ210604,1
ID_TZ210605,1
ID_TZ210606,1
ID_TZ210607,1
ID_TZ210608,1
ID_TZ210609,1
ID_TZ210610,1
ID_TZ210611,1
ID_TZ210612,1
ID_TZ210613,1
ID_TZ210614,1
ID_TZ210615,1
ID_TZ210616,1
ID_TZ210617,1
ID_TZ210618,1
ID_TZ210619,1
ID_TZ210620,1
ID_TZ210621,1
ID_TZ210622,1
ID_TZ210623,1
ID_TZ210624,1
ID_TZ210625,1
ID_TZ210626,1
ID_TZ210627,1
ID_TZ210628,1
ID_TZ210629,1
ID_TZ210630,1
ID_TZ210631,1
ID_TZ210632,1
ID_TZ210633,1
ID_TZ210634,1
ID_TZ210635,1
ID_TZ210636,1
ID_TZ210637,1
ID_TZ210638,1
ID_TZ210639,1
ID_TZ210640,1
ID_TZ210641,1
ID_TZ210642,1
ID_TZ210643,1
ID_TZ210644,1
ID_TZ210645,1
ID_TZ210646,1
ID_TZ210647,1
ID_TZ210648,1
ID_TZ210649,1
ID_TZ210650,1
ID_TZ210651,1
ID_TZ210652,1
ID_TZ210653,1
ID_TZ210654,1
ID_TZ210655,1
ID_TZ210656,1
ID_TZ210657,1
ID_TZ210658,1
ID_TZ210659,1
ID_TZ210660,1
ID_TZ210661,1
ID_TZ210662,1
ID_TZ210663,1
ID_TZ210664,1
ID_TZ210665,1
ID_TZ210666,1
ID_TZ210667,1
ID_TZ210668,1
ID_TZ210669,1
ID_TZ210670,1
ID_TZ210671,1
ID_TZ210672,1
ID_TZ210673,1
ID_TZ210674,1
ID_TZ210675,1
ID_TZ210676,1
ID_TZ210677,1
ID_TZ210678,1
ID_TZ210679,1
ID_TZ210680,1
ID_TZ210681,1
ID_TZ210682,1
ID_TZ210683,1
ID_TZ210684,1
ID_TZ210685,1
ID_TZ210686,1
ID_TZ210687,1
ID_TZ210688,1
ID_TZ210689,1
ID_TZ210690,1
ID_TZ210691,1
ID_TZ210692,1
ID_TZ210693,1
ID_TZ210694,1
ID_TZ210695,1
ID_TZ210696,1
ID_TZ210697,1
ID_TZ210698,1
ID_TZ210699,1
ID_TZ210700,1
ID_TZ210701,1
ID_TZ210702,1
ID_TZ210703,1
ID_TZ210704,1
ID_TZ210705,1
ID_TZ210706,1
ID_TZ210707,1
ID_TZ210708,1
ID_TZ210709,1
ID_TZ210710,1
ID_TZ210711,1
ID_TZ210712,1
ID_TZ210713,1
ID_TZ210714,1
ID_TZ210715,1
ID_TZ210716,1
ID_TZ210717,1
ID_TZ210718,1
ID_TZ210719,1
ID_TZ210720,1
ID_TZ210721,1
ID_TZ210722,1
ID_TZ210723,1
ID_TZ210724,1
ID_TZ210725,1
ID_TZ210726,1
ID_TZ210727,1
ID_TZ210728,1
ID_TZ210729,1
ID_TZ210730,1
ID_TZ210731,1
ID_TZ210732,1
ID_TZ210733,1
ID_TZ210734,1
ID_TZ210735,1
ID_TZ210736,1
ID_TZ210737,1
ID_TZ210738,1
ID_TZ210739,1
ID_TZ210740,1
ID_TZ210741,1
ID_TZ210742,1
ID_TZ210743,1
ID_TZ210744,1
ID_TZ210745,1
ID_TZ210746,1
ID_TZ210747,1
ID_TZ210748,1
ID_TZ210749,1
ID_TZ210750,1
ID_TZ210751,1
ID_TZ210752,1
ID_TZ210753,1
ID_TZ210754,1
ID_TZ210755,1
ID_TZ210756,1
ID_TZ210757,1
ID_TZ210758,1
ID_TZ210759,1
ID_TZ210760,1
ID_TZ210761,1
ID_TZ210762,1
ID_TZ210763,1
ID_TZ210764,1
ID_TZ210765,1
ID_TZ210766,1
ID_TZ210767,1
ID_TZ210768,1
